,enroll_id,session_num,video_num,courseware_num
202,1155,1,0,0
203,1156,1,47,3
204,1157,12,1,3
205,1163,2,5,7
206,1164,2,225,117
207,1168,2,0,0
208,1170,1,0,0
209,1171,1,11,1
210,1175,1,6,1
211,1178,1,21,27
212,1179,2,8,10
213,1180,3,166,17
214,1181,4,125,54
215,1183,1,0,0
216,1184,1,0,0
217,1185,1,0,0
218,1188,1,0,0
219,1189,3,42,20
220,1190,2,40,8
221,1192,1,0,0
222,1193,2,23,7
223,1194,1,8,9
224,1199,1,1,2
225,1200,1,0,0
226,1201,1,36,1
227,1202,6,90,79
228,1207,2,26,8
229,1208,1,0,0
230,1210,8,72,92
231,1211,1,2,2
232,1213,1,71,12
233,1215,1,95,6
234,1216,4,59,31
235,1220,1,716,89
236,1224,1,0,0
237,1226,4,1,15
238,1228,1,10,2
239,1230,1,1,3
240,1232,1,8,4
241,1233,1,8,11
242,1234,1,2,4
243,1235,1,7,2
244,1237,1,37,6
245,1238,1,9,6
246,1239,3,33,12
247,1241,2,2,14
248,1242,1,6,6
249,1247,2,2,12
250,1249,1,3,2
251,1251,1,0,0
252,1252,1,0,0
253,1253,3,91,38
254,1255,4,292,68
255,1260,2,44,12
256,1261,1,1,1
257,1262,1,7,5
258,1263,1,23,4
259,1264,1,24,1
260,1267,1,0,0
261,1269,1,0,0
262,1270,2,0,0
263,1272,1,1,1
264,1273,3,182,18
265,1274,1,20,6
266,1276,8,140,42
267,1278,2,64,23
268,1280,1,1,3
269,1282,2,0,18
270,1283,2,51,37
271,1285,1,0,4
272,1287,1,0,0
273,1288,1,4,2
274,1289,1,0,1
275,1290,1,3,2
276,1294,7,179,57
277,1295,1,3,3
278,1296,3,63,38
279,1302,1,10,4
280,1303,1,14,5
281,1304,2,162,28
282,1305,3,15,12
283,1308,1,86,31
284,1309,13,93,123
285,1310,1,0,3
286,1313,1,2,15
287,1316,1,15,2
288,1317,1,0,0
289,1318,1,0,0
290,1320,1,0,0
291,1329,3,179,121
292,1332,1,0,0
293,1333,1,149,54
294,1335,3,95,26
295,1338,1,25,4
296,1341,1,19,6
297,1342,1,0,0
298,1346,4,369,87
299,1350,1,2,6
300,1351,1,5,9
301,1355,1,0,0
302,1357,1,17,3
303,1359,4,7,13
304,1361,1,13,1
305,1365,1,0,0
306,1366,1,3,9
307,1369,1,0,0
308,1370,1,122,9
309,1371,2,4,1
310,1372,3,32,34
311,1374,2,157,22
312,1375,1,34,9
313,1376,4,85,51
314,1379,1,0,0
315,1380,6,81,42
316,1382,1,0,0
317,1384,1,0,0
318,1385,1,1,2
319,1388,4,195,26
320,1389,1,36,4
321,1390,1,0,0
322,1393,1,25,20
323,1394,1,72,21
324,1395,1,0,0
325,1396,1,5,9
326,1397,1,2,2
327,1398,3,2,3
328,1402,1,5,6
329,1405,1,8,2
330,1406,2,13,8
331,1407,1,33,25
332,1408,1,3,2
333,1412,1,84,31
334,1415,4,411,11
335,1416,6,261,127
336,1418,1,2,6
337,1420,1,1,3
338,1421,1,21,12
339,1422,1,0,0
340,1425,1,1462,3
341,1428,2,214,38
342,1429,1,3,3
343,1431,2,12,11
344,1433,1,8,2
345,1435,1,0,0
346,1436,1,69,2
347,1440,1,0,0
348,1450,1,5,3
349,1452,1,7,13
350,1453,1,39,10
351,1454,3,28,10
352,1455,3,56,27
353,1457,1,8,10
354,1459,1,0,0
355,1460,1,0,4
356,1464,2,286,25
357,1467,1,33,7
358,1471,2,293,96
359,1472,1,3,3
360,1474,1,1,3
361,1476,1,0,0
362,1477,1,8,2
363,1480,1,3,2
364,1481,1,118,10
365,1482,1,0,0
366,1483,2,24,5
367,1484,2,22,39
368,1486,1,39,18
369,1488,1,0,0
370,1489,2,22,16
371,1490,1,0,0
372,1491,1,75,20
373,1493,6,38,42
374,1494,1,336,57
375,1497,1,7,7
376,1498,1,9,4
377,1499,1,23,18
378,1500,2,58,40
379,1501,1,10,5
380,1502,1,0,0
381,1508,1,0,0
382,1509,1,0,0
383,1511,2,45,17
384,1516,1,8,1
385,1517,2,7,9
386,1518,3,97,10
387,1519,2,45,4
388,1521,2,14,8
389,1525,1,41,3
390,1526,1,12,3
391,1527,1,23,5
392,1528,1,0,2
393,1529,1,31,20
394,1530,1,0,0
395,1531,4,275,158
396,1532,1,0,6
397,1534,1,3,2
398,1536,1,0,0
399,1537,1,8,6
400,1542,1,110,3
401,1546,1,81,11
402,1548,3,9,5
403,1550,2,63,14
404,1551,1,6,0
405,1553,1,1,2
406,1556,2,22,105
407,1557,1,1,0
408,1559,3,241,57
409,1560,3,18,16
410,1561,1,6,3
411,1562,1,1,5
412,1563,1,0,0
413,1567,1,0,0
414,1568,3,211,89
415,1570,1,0,0
416,1571,1,4,2
417,1573,1,0,0
418,1576,1,27,0
419,1582,2,1,12
420,1587,1,1,3
421,1588,1,4,2
422,1590,2,87,6
423,1592,2,5,6
424,1593,1,56,6
425,1595,2,10,8
426,1596,1,24,1
427,1597,1,0,0
428,1602,1,8,2
429,1605,1,0,0
430,1606,1,12,10
431,1607,1,83,7
432,1608,1,5,2
433,1611,1,86,9
434,1614,1,0,0
435,1618,1,4,4
436,1619,1,0,0
437,1621,3,40,40
438,1622,1,25,8
439,1623,1,28,4
440,1625,1,0,0
441,1627,3,9,20
442,1630,1,1,3
443,1631,1,0,0
444,1632,1,1,3
445,1633,1,0,0
446,1635,1,19,8
447,1636,1,60,4
448,1639,1,14,2
449,1640,1,0,0
450,1643,2,75,21
451,1646,4,26,22
452,1649,1,0,0
453,1651,2,1,2
454,1653,2,274,24
455,1654,2,132,35
456,1655,1,23,15
457,1657,1,80,76
458,1660,2,30,6
459,1661,12,1452,129
460,1665,1,1,2
461,1667,1,1,2
462,1669,2,17,13
463,1670,5,94,71
464,1671,6,11,76
465,1672,1,4,6
466,1674,1,26,16
467,1676,1,5,10
468,1677,1,0,0
469,1678,1,46,26
470,1680,1,18,6
471,1684,1,263,68
472,1685,1,1,2
473,1686,1,2,3
474,1687,2,110,64
475,1688,1,8,3
476,1691,1,1,1
477,1692,1,3,2
478,1701,1,0,0
479,1704,1,0,0
480,1705,2,71,29
481,1706,1,3,3
482,1709,1,0,0
483,1710,1,0,3
484,1712,7,48,52
485,1715,5,35,43
486,1720,1,2,2
487,1726,1,0,0
488,1727,1,2,3
489,1728,1,0,0
490,1729,4,17,11
491,1730,4,36,24
492,1732,2,2,3
493,1733,1,5,3
494,1734,2,2,4
495,1735,2,55,20
496,1737,3,10,14
497,1738,3,1138,245
498,1739,2,25,14
499,1740,2,24,18
500,1741,2,13,25
501,1742,1,48,11
502,1743,2,27,14
503,1744,2,8,4
504,1745,2,13,3
505,1746,8,183,85
506,1748,1,10,4
507,1750,1,0,0
508,1752,4,523,95
509,1755,3,75,20
510,1756,2,22,3
511,1759,1,0,0
512,1760,1,2,2
513,1761,1,0,0
514,1762,1,3,3
515,1764,1,0,0
516,1765,1,0,0
517,1767,1,28,8
518,1768,1,1,3
519,1770,9,175,99
520,1771,1,19,0
521,1773,1,0,0
522,1775,1,12,8
523,1776,1,0,2
524,1777,2,7,21
525,1778,1,27,14
526,1782,1,34,21
527,1783,4,91,48
528,1784,1,0,0
529,1786,1,8,4
530,1787,1,4,4
531,1790,3,0,0
532,1792,1,19,4
533,1793,1,0,0
534,1794,3,0,6
535,1795,3,49,45
536,1797,5,36,44
537,1798,2,41,21
538,1799,1,3,0
539,1801,2,0,0
540,1805,2,185,36
541,1807,1,1,2
542,1808,3,43,20
543,1811,7,4,21
544,1815,3,46,14
545,1817,2,16,1
546,1818,2,34,29
547,1819,1,15,8
548,1822,3,14,9
549,1823,1,0,0
550,1827,1,189,22
551,1828,2,91,60
552,1830,6,131,72
553,1831,1,6,0
554,1832,1,7,2
555,1834,2,19,22
556,1835,1,11,8
557,1836,1,12,6
558,1838,1,0,0
559,1839,2,34,6
560,1840,1,10,22
561,1841,2,96,13
562,1844,1,0,0
563,1845,1,6,2
564,1849,3,27,6
565,1854,2,144,28
566,1855,1,7,9
567,1861,1,0,0
568,1865,1,0,0
569,1871,1,8,2
570,1872,2,2,3
571,1874,1,1,1
572,1875,1,12,3
573,1882,2,122,4
574,1884,1,0,0
575,1885,2,73,13
576,1886,4,77,99
577,1887,1,10,8
578,1889,1,22,8
579,1890,3,0,3
580,1891,1,52,14
581,1892,1,1,3
582,1893,1,66,12
583,1895,2,0,0
584,1896,1,3,1
585,1897,1,30,9
586,1898,1,16,7
587,1899,1,0,6
588,1903,1,45,12
589,1905,2,653,31
590,1906,2,99,17
591,1908,1,0,0
592,1909,1,0,0
593,1910,1,11,15
594,1911,1,1,3
595,1913,7,96,74
596,1915,1,11,2
597,1916,2,15,14
598,1917,3,78,34
599,1918,1,0,0
600,1919,1,0,0
601,1922,1,1,2
602,1923,2,3,11
603,1925,1,65,60
604,1926,1,48,9
605,1927,1,23,6
606,1932,1,0,0
607,1934,1,1,2
608,1937,1,0,3
609,1939,1,12,7
610,1944,1,0,0
611,1946,1,5,10
612,1948,2,1,2
613,1952,1,0,0
614,1956,1,0,0
615,1957,2,1,4
616,1958,1,9,1
617,1962,1,4,5
618,1963,1,1,3
619,1966,1,74,15
620,1968,1,137,41
621,1969,1,15,0
622,1970,2,193,19
623,1972,2,0,0
624,1973,1,1,2
625,1974,1,15,3
626,1976,1,64,6
627,1977,1,0,0
628,1978,2,12,6
629,1980,4,0,6
630,1981,2,16,18
631,1985,1,0,0
632,1993,1,11,5
633,1996,2,105,32
634,2007,1,0,0
635,2008,2,15,5
636,2009,1,0,0
637,2010,2,73,9
638,2012,1,11,7
639,2013,1,1177,119
640,2015,9,84,45
641,2016,1,25,4
642,2020,2,11,9
643,2021,1,27,6
644,2022,1,19,9
645,2023,1,5,2
646,2029,2,13,8
647,2031,1,31,7
648,2034,1,0,0
649,2035,2,0,3
650,2037,1,36,6
651,2038,1,9,9
652,2040,2,115,21
653,2041,5,1027,76
654,2046,5,743,50
655,2048,1,10,2
656,2049,4,97,51
657,2052,1,1,13
658,2054,1,0,0
659,2055,1,22,4
660,2056,1,57,15
661,2058,1,2,4
662,2059,7,566,86
663,2060,3,78,38
664,2061,1,56,16
665,2065,9,266,73
666,2066,1,0,0
667,2068,1,10,2
668,2071,1,19,8
669,2072,1,0,0
670,2074,2,3,1
671,2075,1,6,10
672,2077,1,1,6
673,2080,6,228,109
674,2082,5,1,18
675,2085,2,85,72
676,2086,1,2,3
677,2088,1,2,2
678,2090,1,0,0
679,2091,1,0,0
680,2096,1,18,9
681,2099,2,13,5
682,2100,4,1,19
683,2101,4,46,48
684,2104,1,1,4
685,2107,1,0,0
686,2110,1,80,63
687,2112,1,0,0
688,2113,1,1,2
689,2114,1,0,0
690,2116,2,113,51
691,2119,1,17,2
692,2122,1,0,0
693,2123,1,101,10
694,2125,1,1,3
695,2127,5,95,5
696,2128,1,8,4
697,2130,2,3,6
698,2131,1,19,17
699,2135,1,2,6
700,2136,9,146,80
701,2138,1,0,0
702,2140,1,81,31
703,2142,1,19,3
704,2143,1,10,2
705,2145,3,20,28
706,2148,2,50,4
707,2150,1,89,41
708,2152,1,21,8
709,2153,1,0,0
710,2154,1,0,0
711,2156,2,108,16
712,2157,2,144,47
713,2158,1,12,7
714,2160,2,175,13
715,2163,1,29,9
716,2164,1,0,0
717,2170,4,287,77
718,2171,4,899,77
719,2174,4,37,13
720,2175,1,2,3
721,2177,1,9,10
722,2179,1,11,6
723,2181,1,38,3
724,2184,1,1,3
725,2185,1,5,3
726,2186,2,10,3
727,2188,2,122,15
728,2190,1,4,2
729,2194,2,66,29
730,2197,1,0,27
731,2198,1,6,5
732,2201,1,18,5
733,2204,1,0,0
734,2205,1,2,3
735,2209,1,0,0
736,2210,2,5,2
737,2212,1,2,1
738,2214,1,1,2
739,2216,1,70,2
740,2217,1,2,3
741,2218,2,3,3
742,2220,1,0,0
743,2221,1,9,3
744,2222,13,129,105
745,2223,1,48,29
746,2225,2,0,0
747,2227,1,0,0
748,2234,1,0,0
749,2235,2,40,36
750,2236,1,7,3
751,2238,1,1,3
752,2240,2,45,24
753,2241,1,0,0
754,2242,2,0,0
755,2243,1,0,0
756,2244,1,4,3
757,2245,1,16,4
758,2246,3,372,39
759,2247,1,6,3
760,2248,4,93,51
761,2250,1,8,10
762,2251,1,0,0
763,2256,1,1,7
764,2257,3,74,82
765,2262,1,22,15
766,2263,2,0,0
767,2265,1,0,0
768,2266,1,35,27
769,2267,1,0,3
770,2268,1,0,0
771,2270,1,59,18
772,2271,1,19,9
773,2273,3,82,19
774,2277,1,52,40
775,2282,2,10,26
776,2283,1,1,3
777,2284,1,17,8
778,2290,1,19,7
779,2292,1,0,2
780,2295,1,0,0
781,2296,4,98,33
782,2298,2,5873,59
783,2299,1,2,2
784,2302,1,1,1
785,2303,1,115,53
786,2304,1,1,0
787,2306,1,34,6
788,2310,7,437,69
789,2311,1,7,4
790,2313,6,136,59
791,2317,1,19,8
792,2320,1,15,6
793,2321,1,57,26
794,2322,1,0,0
795,2323,1,51,8
796,2329,1,2,3
797,2330,1,6,2
798,2331,5,31,50
799,2332,1,0,0
800,2335,1,3,1
801,2336,1,27,14
802,2338,5,248,66
803,2340,1,22,5
804,2342,1,0,0
805,2343,1,29,11
806,2345,1,21,1
807,2348,1,5,2
808,2349,1,42,1
809,2351,1,9,7
810,2356,1,4,2
811,2358,1,20,6
812,2362,1,206,61
813,2364,1,28,8
814,2365,2,30,20
815,2366,3,365,59
816,2367,2,45,63
817,2368,1,0,0
818,2371,1,51,26
819,2372,1,35,7
820,2373,1,0,0
821,2375,1,3,3
822,2376,1,68,23
823,2377,6,227,42
824,2378,2,104,11
825,2381,1,0,0
826,2383,1,6,3
827,2384,1,0,0
828,2385,1,0,0
829,2386,1,0,3
830,2390,1,29,2
831,2391,2,45,21
832,2392,1,1,3
833,2396,1,0,0
834,2397,1,0,0
835,2399,3,23,10
836,2400,1,35,8
837,2401,1,15,7
838,2403,5,52,79
839,2404,1,4,6
840,2405,1,0,0
841,2408,1,63,22
842,2409,2,45,25
843,2411,4,77,50
844,2412,1,1,2
845,2415,2,127,21
846,2418,2,38,20
847,2421,14,334,122
848,2422,6,552,174
849,2423,1,4,2
850,2427,2,0,0
851,2428,1,2,2
852,2434,1,2,2
853,2435,1,0,0
854,2436,3,100,80
855,2439,2,120,57
856,2442,2,5,4
857,2446,2,0,0
858,2450,4,145,30
859,2453,1,18,8
860,2455,5,177,122
861,2456,2,450,34
862,2457,2,364,70
863,2458,5,23,17
864,2461,2,1,5
865,2464,4,46,20
866,2470,3,13,36
867,2473,1,18,3
868,2478,2,12,8
869,2479,9,64,36
870,2480,1,0,0
871,2483,1,11,5
872,2484,1,3,4
873,2485,1,7,9
874,2487,1,0,0
875,2489,2,44,24
876,2490,4,0,15
877,2491,1,0,0
878,2495,1,3,3
879,2497,4,37,19
880,2498,1,0,0
881,2500,1,12,15
882,2502,1,5,3
883,2505,4,117,34
884,2506,4,128,35
885,2507,1,46,17
886,2511,9,88,50
887,2512,2,3,10
888,2513,1,0,0
889,2514,1,17,0
890,2515,2,222,61
891,2518,1,6,2
892,2522,1,0,0
893,2523,2,15,8
894,2525,4,221,20
895,2526,1,13,7
896,2528,2,69,7
897,2530,1,145,9
898,2531,1,0,0
899,2534,1,16,0
900,2536,1,49,5
901,2538,1,75,32
902,2540,1,3,9
903,2542,1,0,0
904,2543,1,7,2
905,2544,1,18,4
906,2547,1,3,4
907,2548,3,21,11
908,2553,2,85,47
909,2556,1,0,0
910,2558,3,143,68
911,2559,3,210,52
912,2560,4,84,53
913,2561,1,120,7
914,2562,2,12,12
915,2565,1,1,2
916,2566,1,12,1
917,2570,1,25,12
918,2575,1,0,0
919,2576,2,100,8
920,2577,1,0,0
921,2579,1,9,4
922,2580,2,64,7
923,2584,1,0,0
924,2586,1,19,13
925,2587,1,23,2
926,2588,2,16,4
927,2589,1,5,2
928,2590,1,22,5
929,2591,3,259,42
930,2594,1,1,3
931,2595,1,28,3
932,2597,1,55,7
933,2600,1,49,6
934,2601,1,1,2
935,2602,1,125,27
936,2603,1,16,6
937,2608,8,153,131
938,2610,1,0,0
939,2824,2,12,3
940,2825,1,58,22
941,2826,1,0,0
942,2827,3,2,5
943,2830,2,16,10
944,2834,2,64,34
945,2835,1,4,3
946,2836,1,2,3
947,2841,1,0,0
948,2842,2,54,10
949,2845,2,12,20
950,2850,4,717,96
951,2851,1,20,25
952,2856,1,2,2
953,2857,1,11,4
954,2864,1,2,3
955,2866,1,2,3
956,2867,1,0,0
957,2868,1,2,4
958,2869,1,11,12
959,2870,1,0,0
960,2874,2,28,24
961,2879,3,203,45
962,2881,1,77,36
963,2882,2,4,6
964,2883,1,1,0
965,2884,1,1,2
966,2891,1,0,0
967,2894,1,0,0
968,2900,3,166,42
969,2902,3,208,24
970,2903,1,11,3
971,2905,1,14,11
972,2907,2,2,8
973,2908,2,62,11
974,2909,1,13,17
975,2912,1,1,0
976,2913,2,4,3
977,2914,1,342,4
978,2916,2,139,63
979,2921,1,11,8
980,2922,3,86,22
981,2923,3,96,36
982,2928,1,47,7
983,2932,5,230,222
984,2934,1,9,12
985,2937,10,523,135
986,2938,1,17,6
987,2940,2,25,6
988,2941,2,219,35
989,2945,2,784,170
990,2946,1,1,0
991,2947,1,2,2
992,2948,4,102,41
993,2951,1,0,0
994,2953,11,33,172
995,2954,2,44,14
996,2958,1,40,15
997,2959,1,13,24
998,2960,1,0,0
999,2961,1,1,0
1000,2964,2,62,32
1001,2965,1,18,8
1002,2967,3,15,29
1003,2968,2,176,331
1004,2975,2,2,2
1005,2976,1,2,3
1006,2981,1,1,0
1007,2982,1,23,9
1008,2983,1,42,33
1009,2984,3,2,11
1010,2986,1,15,10
1011,2989,1,5,3
1012,2992,1,13,12
1013,2993,1,1,0
1014,2995,1,62,34
1015,2996,2,20,20
1016,3000,3,88,99
1017,3002,3,155,89
1018,3006,2,43,25
1019,3017,2,80,11
1020,3018,2,41,16
1021,3019,5,143,40
1022,3022,1,0,0
1023,3023,1,2,8
1024,3024,1,12,24
1025,3025,1,244,42
1026,3026,1,244,44
1027,3027,1,1,0
1028,3028,1,4,0
1029,3029,6,178,141
1030,3030,2,38,12
1031,3032,1,8,2
1032,3033,2,30,39
1033,3034,1,30,18
1034,3035,4,43,88
1035,3038,3,50,27
1036,3039,1,3,2
1037,3041,1,43,19
1038,3042,1,2,5
1039,3043,3,41,34
1040,3044,1,1,2
1041,3045,1,0,0
1042,3046,5,78,56
1043,3050,5,1073,165
1044,3051,2,1,4
1045,3054,2,1,0
1046,3055,1,1,0
1047,3056,1,1,0
1048,3057,1,5,2
1049,3058,3,76,56
1050,3059,3,140,103
1051,3063,1,4,1
1052,3064,2,35,19
1053,3065,1,1,0
1054,3067,2,123,38
1055,3069,1,69,24
1056,3070,1,37,30
1057,3071,1,12,3
1058,3072,1,32,8
1059,3074,3,5,4
1060,3078,1,0,0
1061,3080,3,14,8
1062,3081,1,1,2
1063,3084,3,17,24
1064,3088,1,0,0
1065,3090,1,11,5
1066,3092,2,128,81
1067,3093,1,8,6
1068,3095,1,59,27
1069,3097,1,1,2
1070,3099,2,61,18
1071,3100,2,4,2
1072,3101,3,1445,104
1073,3104,1,12,11
1074,3106,1,1,2
1075,3107,1,0,0
1076,3108,3,1,0
1077,3109,1,0,0
1078,3110,4,148,75
1079,3114,1,2,2
1080,3117,1,0,0
1081,3120,3,29,13
1082,3123,2,338,131
1083,3126,1,9,12
1084,3128,1,21,18
1085,3131,1,24,10
1086,3132,1,0,0
1087,3134,1,1,0
1088,3136,1,0,0
1089,3137,1,1,0
1090,3139,1,1,0
1091,3141,1,2,2
1092,3146,1,9,12
1093,3147,1,16,44
1094,3152,2,9,8
1095,3155,1,0,0
1096,3156,3,128,45
1097,3157,2,25,20
1098,3160,1,1,0
1099,3162,4,1145,89
1100,3164,1,13,8
1101,3167,1,81,0
1102,3168,1,1,0
1103,3170,5,553,164
1104,3172,2,15,20
1105,3173,1,9,65
1106,3179,1,0,0
1107,3180,2,52,63
1108,3181,1,1,12
1109,3183,1,0,0
1110,3187,1,0,0
1111,3189,1,0,0
1112,3190,1,3,2
1113,3191,7,417,100
1114,3193,2,9,8
1115,3194,6,144,62
1116,3196,3,344,134
1117,3198,1,0,0
1118,3201,1,21,23
1119,3202,1,0,0
1120,3205,1,41,28
1121,3207,1,30,11
1122,3208,5,130,50
1123,3210,1,17,8
1124,3214,2,29,42
1125,3220,1,1,0
1126,3221,1,3,0
1127,3222,2,34,12
1128,3224,1,136,18
1129,3226,6,250,91
1130,3228,1,1,6
1131,3230,1,0,0
1132,3231,1,8,13
1133,3232,2,46,36
1134,3233,4,4,0
1135,3238,4,33,28
1136,3242,2,4,9
1137,3243,1,64,46
1138,3245,1,0,0
1139,3247,1,3,0
1140,3252,1,1,1
1141,3259,5,224,116
1142,3260,1,117,27
1143,3268,1,887,19
1144,3269,2,1,2
1145,3270,1,19,2
1146,3272,1,40,6
1147,3274,6,110,144
1148,3275,15,231,155
1149,3276,9,242,211
1150,3277,1,10,6
1151,3279,1,2,0
1152,3281,9,17,59
1153,3282,3,46,13
1154,3284,1,7,1
1155,3287,4,226,113
1156,3288,5,34,45
1157,3292,1,0,0
1158,3294,1,9,4
1159,3300,1,0,0
1160,3301,1,0,0
1161,3304,1,10,3
1162,3308,2,23,16
1163,3312,1,0,0
1164,3314,1,0,0
1165,3316,3,130,53
1166,3317,1,5,1
1167,3319,2,27,15
1168,3320,1,1,2
1169,3321,1,9,1
1170,3322,1,96,43
1171,3324,2,31,21
1172,3325,3,2,6
1173,3330,1,1,0
1174,3331,2,53,50
1175,3334,9,876,197
1176,3335,1,1,2
1177,3337,1,9,6
1178,3338,1,0,0
1179,3340,1,0,0
1180,3342,1,12,4
1181,3346,1,1,2
1182,3348,2,18,14
1183,3349,1,1,0
1184,3351,1,3,3
1185,3352,1,21,4
1186,3355,1,1,0
1187,3356,1,6,4
1188,3357,2,35,22
1189,3359,1,33,5
1190,3361,1,1,2
1191,3363,2,87,27
1192,3364,1,0,0
1193,3365,2,7,11
1194,3366,1,1,2
1195,3367,2,20,18
1196,3368,4,421,212
1197,3370,2,5,13
1198,3371,1,3,3
1199,3372,2,26,25
1200,3373,5,109,54
1201,3374,1,13,5
1202,3379,2,171,42
1203,3380,1,8,7
1204,3382,1,2,0
1205,3384,2,23,14
1206,3389,1,0,0
1207,3392,1,1,0
1208,3393,1,1,0
1209,3394,1,0,0
1210,3397,1,8,3
1211,3398,1,1,2
1212,3400,2,100,22
1213,3401,1,2,6
1214,3405,1,2,1
1215,3406,1,0,0
1216,3407,3,203,35
1217,3408,1,0,0
1218,3412,2,85,64
1219,3413,12,413,194
1220,3414,1,102,2
1221,3416,2,49,33
1222,3417,1,13,8
1223,3418,4,16,18
1224,3427,7,225,129
1225,3429,1,2,0
1226,3430,1,0,0
1227,3431,2,13,18
1228,3434,1,1,0
1229,3435,1,8,8
1230,3440,1,1,0
1231,3441,1,18,18
1232,3444,1,5,6
1233,3446,1,139,26
1234,3447,1,5,5
1235,3448,2,28,24
1236,3450,1,0,0
1237,3451,1,1,2
1238,3455,3,672,237
1239,3456,1,13,4
1240,3462,5,109,39
1241,3464,1,11,1
1242,3465,3,46,35
1243,3468,1,16,6
1244,3469,1,31,8
1245,3471,1,21,4
1246,3472,1,1,2
1247,3474,1,0,0
1248,3477,2,8,9
1249,3478,1,0,0
1250,3480,4,254,77
1251,3481,2,2,0
1252,3484,1,0,0
1253,3485,1,0,0
1254,3488,1,56,54
